"author_handle","likes","mentions","permalink","shares","source_favorites","source_followers","source_following","tags","main"
"webblop","0.0","","https://www.twitter.com/webblop/status/923090428844544000","0.0","1.0","6","28.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345753763t  #sulfoxaflor #flupyradifurone"
"DuranteauJerome","0.0","","https://www.twitter.com/DuranteauJerome/status/923077945790554122","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345722394t  #sulfoxaflor #flupyradifurone"
"ragir1","0.0","","https://www.twitter.com/ragir1/status/923109269548957696","0.0","89.0","562","1374.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345786349t  #sulfoxaflor #flupyradifurone"
"YvesHabay","0.0","","https://www.twitter.com/YvesHabay/status/923170625845415936","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345850513t  #sulfoxaflor #flupyradifurone"
"DorlandSylvie","0.0","","https://www.twitter.com/DorlandSylvie/status/923135629491359744","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345816480t  #sulfoxaflor #flupyradifurone"
"meriol_lehmann","0.0","","https://www.twitter.com/meriol_lehmann/status/923132701443575808","0.0","2453.0","1460","2211.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345813504t  #sulfoxaflor #flupyradifurone"
"AFondlaScience","0.0","['Inra_France', 'LeLombard', 'BDTKdesSAVOIRS']","https://www.twitter.com/AFondlaScience/status/923603922756841472","0.0","5941.0","897","1825.0","['abeilles', 'dessins']","Les #abeilles♥Y.Le Conte @Inra_France J. Solé #dessins expressifs @LeLombard @BDTKdesSAVOIRS Coloré dynamique drôle https://goo.gl/jfyfEX "
"PatBlancPhoto","0.0","","https://www.twitter.com/PatBlancPhoto/status/923101026756022272","0.0","0.0","12","11.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345773819t  #sulfoxaflor #flupyradifurone"
"FabyDiese","0.0","","https://www.twitter.com/FabyDiese/status/923458215085518849","0.0","33.0","1004","2039.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346089870t  #sulfoxaflor #flupyradifurone"
"DugardGerard","0.0","","https://www.twitter.com/DugardGerard/status/923102756738564096","0.0","29.0","293","355.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345776645t  #sulfoxaflor #flupyradifurone"
"Raleiahs_Angels","0.0","","https://www.twitter.com/Raleiahs_Angels/status/923101957656662016","0.0","15.0","191","312.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345773108t  #sulfoxaflor #flupyradifurone"
"FredFauquette","0.0","","https://www.twitter.com/FredFauquette/status/923102530690781184","0.0","17.0","20","75.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345776352t  #sulfoxaflor #flupyradifurone"
"yhermanche","0.0","","https://www.twitter.com/yhermanche/status/923101759891001344","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345774868t  #sulfoxaflor #flupyradifurone"
"Actias_Selene","0.0","","https://www.twitter.com/Actias_Selene/status/923271544880672768","0.0","0.0","0","20.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345991415t  #sulfoxaflor #flupyradifurone"
"BeaDeslarzes","0.0","","https://www.twitter.com/BeaDeslarzes/status/923121270673297413","0.0","1.0","51","31.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345800652t  #sulfoxaflor #flupyradifurone"
"ceuyper","0.0","","https://www.twitter.com/ceuyper/status/923118560423096320","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345797710t  #sulfoxaflor #flupyradifurone"
"Luitschi","0.0","","https://www.twitter.com/Luitschi/status/923118990557360130","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345797857t  #sulfoxaflor #flupyradifurone"
"Zehub","0.0","","https://www.twitter.com/Zehub/status/923048983920037888","0.0","1446.0","6184","615.0","['Alsace', 'Ribeauvillé', 'abeilles', 'vignes']","#Alsace Des #vignes fleuries pour les #abeilles à #Ribeauvillé http://www.lalsace.fr/haut-rhin/2017/10/25/des-vignes-pour-les-abeilles-a-ribeauville?utm_medium=social&utm_source=twitter …"
"elisabeth_lucci","0.0","","https://www.twitter.com/elisabeth_lucci/status/923227569859776512","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345940684t  #sulfoxaflor #flupyradifurone"
"darts22002","0.0","","https://www.twitter.com/darts22002/status/923108800051269632","0.0","4542.0","114","116.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345785430t  #sulfoxaflor #flupyradifurone"
"domiswisskiss","0.0","","https://www.twitter.com/domiswisskiss/status/923113764781805568","0.0","0.0","7","29.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345792003t  #sulfoxaflor #flupyradifurone"
"TEA29900","0.0","","https://www.twitter.com/TEA29900/status/923114350025506816","0.0","2.0","17","85.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345792821t  #sulfoxaflor #flupyradifurone"
"baronne33","0.0","","https://www.twitter.com/baronne33/status/923107109239230465","0.0","13.0","192","353.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345783383t  #sulfoxaflor #flupyradifurone"
"YsseFoot2Noo","0.0","","https://www.twitter.com/YsseFoot2Noo/status/923111956478857217","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345789484t  #sulfoxaflor #flupyradifurone"
"JoelCoudret","0.0","","https://www.twitter.com/JoelCoudret/status/923622300796309504","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346228029t  #sulfoxaflor #flupyradifurone"
"muse_zero","0.0","","https://www.twitter.com/muse_zero/status/923263222488150026","0.0","473.0","17","78.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345982916t  #sulfoxaflor #flupyradifurone"
"LydiaRibeiro3","0.0","","https://www.twitter.com/LydiaRibeiro3/status/923622699825553409","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346229607t  #sulfoxaflor #flupyradifurone"
"christinegal7","0.0","","https://www.twitter.com/christinegal7/status/923266212708212738","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345985933t  #sulfoxaflor #flupyradifurone"
"sybilk9","0.0","","https://www.twitter.com/sybilk9/status/923135700421218304","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345816332t  #sulfoxaflor #flupyradifurone"
"virthui","0.0","","https://www.twitter.com/virthui/status/923084857273716736","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345740883t  #sulfoxaflor #flupyradifurone"
"SBussonnais","0.0","","https://www.twitter.com/SBussonnais/status/923444391037071360","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346082045t  #sulfoxaflor #flupyradifurone"
"CorvusDerRabe","0.0","","https://www.twitter.com/CorvusDerRabe/status/923081211425312768","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345730603t  #sulfoxaflor #flupyradifurone"
"ArnaudADAM","0.0","","https://www.twitter.com/ArnaudADAM/status/923084556906921984","0.0","51.0","305","281.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345739574t  #sulfoxaflor #flupyradifurone"
"lepicurien42","0.0","","https://www.twitter.com/lepicurien42/status/923084690852143104","0.0","1500.0","93","157.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345740767t  #sulfoxaflor #flupyradifurone"
"xanrofau","0.0","","https://www.twitter.com/xanrofau/status/923081651273560064","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345731320t  #sulfoxaflor #flupyradifurone"
"ph_dejardin","0.0","","https://www.twitter.com/ph_dejardin/status/923085711007469569","0.0","2036.0","1564","1070.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345743223t  #sulfoxaflor #flupyradifurone"
"amb5975","0.0","","https://www.twitter.com/amb5975/status/923080921938583552","0.0","310.0","58","135.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345728320t  #sulfoxaflor #flupyradifurone"
"Elodie_Daniel","0.0","","https://www.twitter.com/Elodie_Daniel/status/923080442638749696","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345722069t  #sulfoxaflor #flupyradifurone"
"philchau1","0.0","","https://www.twitter.com/philchau1/status/923076834819964928","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345721013t  #sulfoxaflor #flupyradifurone"
"ndlec","0.0","","https://www.twitter.com/ndlec/status/923079927481749504","0.0","1.0","6","33.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345726719t  #sulfoxaflor #flupyradifurone"
"MaelleDine","0.0","","https://www.twitter.com/MaelleDine/status/923082578688708608","0.0","80.0","31","149.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345734839t  #sulfoxaflor #flupyradifurone"
"jfdedominici","0.0","","https://www.twitter.com/jfdedominici/status/923447308175446016","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346083764t  #sulfoxaflor #flupyradifurone"
"JoceDorigo","0.0","","https://www.twitter.com/JoceDorigo/status/923183551943716864","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345870022t  #sulfoxaflor #flupyradifurone"
"Porsche_Foxxflp","0.0","","https://www.twitter.com/Porsche_Foxxflp/status/923193145344569344","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345888852t  #sulfoxaflor #flupyradifurone"
"bp2pierrevert","0.0","","https://www.twitter.com/bp2pierrevert/status/923193870632062976","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345887533t  #sulfoxaflor #flupyradifurone"
"76jcl46","0.0","","https://www.twitter.com/76jcl46/status/923090509307969536","0.0","0.0","6","66.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345754102t  #sulfoxaflor #flupyradifurone"
"ArtistLemock","0.0","","https://www.twitter.com/ArtistLemock/status/923090202838650881","0.0","0.0","41","37.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345753143t  #sulfoxaflor #flupyradifurone"
"PRichardet","0.0","","https://www.twitter.com/PRichardet/status/923090424838967296","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345752639t  #sulfoxaflor #flupyradifurone"
"Marthoscar","0.0","","https://www.twitter.com/Marthoscar/status/923093451905929217","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345759976t  #sulfoxaflor #flupyradifurone"
"trippleu","0.0","","https://www.twitter.com/trippleu/status/923091529949949953","0.0","1.0","19","69.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345754677t  #sulfoxaflor #flupyradifurone"
"ChrisF4cpx","0.0","","https://www.twitter.com/ChrisF4cpx/status/923141873006448640","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345783408t  #sulfoxaflor #flupyradifurone"
"swennenpaul1","0.0","","https://www.twitter.com/swennenpaul1/status/923513418790948864","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346112670t  #sulfoxaflor #flupyradifurone"
"Coconoiren","0.0","","https://www.twitter.com/Coconoiren/status/923600011979644929","0.0","252.0","353","2197.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346192722t  #sulfoxaflor #flupyradifurone"
"LePoneyDesBois","0.0","","https://www.twitter.com/LePoneyDesBois/status/923137980860174336","0.0","596.0","183","102.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345818999t  #sulfoxaflor #flupyradifurone"
"juilletgisele","0.0","","https://www.twitter.com/juilletgisele/status/923146274098106368","0.0","533.0","277","602.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345827231t  #sulfoxaflor #flupyradifurone"
"gnougna","0.0","","https://www.twitter.com/gnougna/status/923163316092067841","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345843950t  #sulfoxaflor #flupyradifurone"
